"x"
"1",102.644938554752
"2",104.598793498563
"3",103.545259892433
"4",103.304521453356
"5",102.2711415381
"6",100.009239476389
"7",102.059110462792
"8",104.15926175728
"9",102.483813357088
"10",103.574727695242
"11",102.279165004896
"12",100.588891924887
"13",102.817195192771
"14",101.803351783571
"15",101.586810679293
"16",101.90010682443
"17",106.236005756596
"18",104.293118301513
"19",102.021037041435
"20",104.6196056616
"21",104.794134718063
"22",104.565540743411
"23",104.64957255468
"24",105.959063549571
"25",102.125423309068
"26",105.768065224527
"27",103.290144178524
"28",98.7760523453116
"29",97.0220722788131
"30",98.6679110240956
"31",104.685217144176
"32",105.821211396677
"33",102.589929935481
"34",100.701964257289
"35",100.887311025495
"36",103.046074362921
"37",106.15761801825
"38",109.703788097854
"39",110.001018572477
"40",111.536841105784
"41",109.341057087626
"42",104.824280436004
"43",102.666220295555
"44",106.307406141793
"45",107.655367353081
"46",104.497170278034
"47",104.354782835374
"48",103.014252348652
"49",102.767263003829
"50",105.616689264117
"51",107.343971992979
"52",106.341687763988
"53",107.030727486048
"54",104.377122221868
"55",104.846024190697
"56",107.010104407765
"57",106.516521852958
"58",103.043014626643
"59",100.111598721154
"60",99.8210709943861
"61",102.415116701455
"62",105.948236470734
"63",109.093442550789
"64",105.509427263085
"65",104.449635770978
"66",104.039559922042
"67",105.890587988165
"68",103.744937298256
"69",102.974444971448
"70",104.024112056134
"71",103.344200573345
"72",104.156775957185
"73",102.024339205277
"74",104.015769547025
"75",106.70540345732
"76",111.664077854038
"77",113.975166463405
"78",113.520882668235
"79",111.972200871833
"80",109.044441157106
"81",109.125181510478
"82",108.22248767453
"83",103.741553248355
"84",98.6326089943895
"85",100.838815342442
"86",103.304068329474
"87",108.71348370056
"88",111.422826509618
"89",110.84523886004
"90",111.603285932921
"91",116.147514127547
"92",118.648611857887
"93",116.778461507646
"94",114.575641101844
"95",114.413981254712
"96",115.696144858702
"97",114.359199249983
"98",111.827584767084
"99",112.058306142317
"100",109.468834944932
"101",107.419372837866
"102",108.647551569338
"103",106.359227289069
"104",105.265779749269
"105",108.874205184343
"106",113.529956164971
"107",117.275413151376
"108",116.587847230838
"109",112.695081478029
"110",111.497870562995
"111",111.810853872982
"112",117.631445850146
"113",118.057670431455
"114",118.321813642374
"115",117.575992297214
"116",117.485432505663
"117",118.4593741999
"118",113.990966642973
"119",111.180167633406
"120",114.66086397913
"121",116.346719170738
"122",113.986832422696
"123",110.479333693721
"124",112.067765204081
"125",115.228286298727
"126",116.137775083725
"127",115.730451668307
"128",116.434520756588
"129",118.317632348801
"130",120.984072101483
"131",121.736859200016
"132",119.825891485317
"133",118.358160457362
"134",118.322456173248
"135",115.308300978715
"136",111.599799450471
"137",110.895301159115
"138",109.377512756221
"139",109.283309811786
"140",112.078794187009
"141",113.624128188883
"142",112.049260683674
"143",109.719356276717
"144",112.071248611883
"145",112.260171276925
"146",109.580130408557
"147",112.368653607683
"148",112.275190245685
"149",112.042595351007
"150",116.452836825645
"151",118.131534339086
"152",119.120378196128
"153",119.399865380507
"154",118.826691132137
"155",114.858355439008
"156",115.041700778666
"157",111.723908342852
"158",110.789677745009
"159",114.570852841293
"160",112.703140626762
"161",111.826873531268
"162",109.863323590016
"163",110.257263679147
"164",114.396984774668
"165",115.277252450627
"166",116.895271036102
"167",119.748990565825
"168",117.965048718467
"169",115.716616595725
"170",116.878742873547
"171",117.537947972147
"172",116.172043066798
"173",115.651837003839
"174",115.849894500372
"175",118.90622206826
"176",120.224977659224
"177",117.80040859438
"178",119.925962429752
"179",120.184155484341
"180",119.845141572564
"181",120.67177707206
"182",119.261562570745
"183",117.378459500952
"184",117.444087068947
"185",117.601039202623
"186",118.947317536723
"187",124.105892878509
"188",120.324395732617
"189",116.308580504996
"190",117.794501402645
"191",119.750069988061
"192",117.310304529883
"193",115.9784086873
"194",118.524285366398
"195",123.059222810205
"196",121.631320277422
"197",116.698928861675
"198",112.766366836411
"199",112.265567822299
"200",114.539050015257
